Date & Time,Humidity,Temperature,Fahrenheit
[2022-11-23 13:38:12.534] ,66.6,10.7,51.26
[2022-11-23 13:38:13.542] ,66.8,10.7,51.26
[2022-11-23 13:38:14.543] ,66.8,10.7,51.26
[2022-11-23 13:38:15.552] ,66.4,10.7,51.26
[2022-11-23 13:38:16.556] ,66.4,10.7,51.26
[2022-11-23 13:38:17.565] ,66.3,10.7,51.26
[2022-11-23 13:38:18.570] ,66.3,10.7,51.26
[2022-11-23 13:38:19.578] ,66.4,10.7,51.26
[2022-11-23 13:38:20.583] ,66.4,10.7,51.26
[2022-11-23 13:38:21.591] ,66.4,10.7,51.26
[2022-11-23 13:38:22.596] ,66.4,10.7,51.26
[2022-11-23 13:38:23.605] ,66.3,10.7,51.26
[2022-11-23 13:38:24.605] ,66.3,10.7,51.26
[2022-11-23 13:38:25.618] ,66.4,10.7,51.26
[2022-11-23 13:38:26.619] ,66.4,10.7,51.26
[2022-11-23 13:38:27.627] ,66.4,10.7,51.26
[2022-11-23 13:38:28.631] ,66.4,10.7,51.26
[2022-11-23 13:38:29.640] ,66.6,10.7,51.26
[2022-11-23 13:38:30.645] ,66.6,10.7,51.26
[2022-11-23 13:38:31.653] ,66.6,10.7,51.26
[2022-11-23 13:38:32.658] ,66.6,10.7,51.26
[2022-11-23 13:38:33.667] ,66.5,10.7,51.26
[2022-11-23 13:38:34.667] ,66.5,10.7,51.26
[2022-11-23 13:38:35.680] ,66.5,10.7,51.26
[2022-11-23 13:38:36.680] ,66.5,10.7,51.26
[2022-11-23 13:38:37.689] ,66.7,10.7,51.26
[2022-11-23 13:38:38.693] ,66.7,10.7,51.26
[2022-11-23 13:38:39.702] ,66.8,10.7,51.26
[2022-11-23 13:38:40.707] ,66.8,10.7,51.26
[2022-11-23 13:38:41.715] ,66.8,10.6,51.08
[2022-11-23 13:38:42.720] ,66.8,10.6,51.08
[2022-11-23 13:38:43.728] ,66.9,10.7,51.26
[2022-11-23 13:38:44.729] ,66.9,10.7,51.26
[2022-11-23 13:38:45.742] ,66.8,10.7,51.26
[2022-11-23 13:38:46.742] ,66.8,10.7,51.26
[2022-11-23 13:38:47.751] ,66.7,10.7,51.26
[2022-11-23 13:38:48.755] ,66.7,10.7,51.26
[2022-11-23 13:38:49.764] ,66.8,10.6,51.08
[2022-11-23 13:38:50.768] ,66.8,10.6,51.08
[2022-11-23 13:38:51.778] ,66.8,10.6,51.08
[2022-11-23 13:38:52.782] ,66.8,10.6,51.08
[2022-11-23 13:38:53.790] ,66.7,10.6,51.08
[2022-11-23 13:38:54.791] ,66.7,10.6,51.08
[2022-11-23 13:38:55.804] ,66.6,10.6,51.08
[2022-11-23 13:38:56.804] ,66.6,10.6,51.08
[2022-11-23 13:38:57.813] ,66.5,10.6,51.08
[2022-11-23 13:38:58.817] ,66.5,10.6,51.08
[2022-11-23 13:38:59.826] ,66.5,10.6,51.08
[2022-11-23 13:39:00.831] ,66.5,10.6,51.08
[2022-11-23 13:39:01.839] ,66.4,10.6,51.08
[2022-11-23 13:39:02.844] ,66.4,10.6,51.08
[2022-11-23 13:39:03.852] ,66.4,10.6,51.08
[2022-11-23 13:39:04.852] ,66.4,10.6,51.08
[2022-11-23 13:39:05.865] ,66.5,10.6,51.08
[2022-11-23 13:39:06.866] ,66.5,10.6,51.08
[2022-11-23 13:39:07.874] ,66.5,10.6,51.08
[2022-11-23 13:39:08.879] ,66.5,10.6,51.08
[2022-11-23 13:39:09.888] ,66.3,10.6,51.08
[2022-11-23 13:39:10.892] ,66.3,10.6,51.08
[2022-11-23 13:39:11.902] ,66.4,10.6,51.08
[2022-11-23 13:39:12.906] ,66.4,10.6,51.08
[2022-11-23 13:39:13.914] ,66.5,10.6,51.08
[2022-11-23 13:39:14.914] ,66.5,10.6,51.08
[2022-11-23 13:39:15.927] ,66.6,10.6,51.08
[2022-11-23 13:39:16.928] ,66.6,10.6,51.08
[2022-11-23 13:39:17.936] ,66.8,10.6,51.08
[2022-11-23 13:39:18.941] ,66.8,10.6,51.08
[2022-11-23 13:39:19.950] ,66.7,10.6,51.08
[2022-11-23 13:39:20.954] ,66.7,10.6,51.08
[2022-11-23 13:39:21.963] ,66.7,10.6,51.08
[2022-11-23 13:39:22.967] ,66.7,10.6,51.08
[2022-11-23 13:39:23.975] ,66.8,10.5,50.9
[2022-11-23 13:39:24.974] ,66.8,10.5,50.9
[2022-11-23 13:39:25.986] ,66.9,10.5,50.9
[2022-11-23 13:39:26.985] ,66.9,10.5,50.9
[2022-11-23 13:39:27.993] ,67,10.5,50.9
[2022-11-23 13:39:28.996] ,67,10.5,50.9
[2022-11-23 13:39:30.004] ,67.3,10.5,50.9
[2022-11-23 13:39:31.007] ,67.3,10.5,50.9
[2022-11-23 13:39:32.015] ,67.6,10.5,50.9
[2022-11-23 13:39:33.018] ,67.6,10.5,50.9
[2022-11-23 13:39:34.026] ,67.8,10.5,50.9
[2022-11-23 13:39:35.025] ,67.8,10.5,50.9
[2022-11-23 13:39:36.037] ,68,10.5,50.9
[2022-11-23 13:39:37.036] ,68,10.5,50.9
[2022-11-23 13:39:38.043] ,68,10.5,50.9
[2022-11-23 13:39:39.047] ,68,10.5,50.9
[2022-11-23 13:39:40.055] ,67.8,10.5,50.9
[2022-11-23 13:39:41.058] ,67.8,10.5,50.9
[2022-11-23 13:39:42.066] ,67.5,10.5,50.9
[2022-11-23 13:39:43.069] ,67.5,10.5,50.9
[2022-11-23 13:39:44.077] ,67.2,10.5,50.9
[2022-11-23 13:39:45.076] ,67.2,10.5,50.9
[2022-11-23 13:39:46.088] ,67.1,10.5,50.9
[2022-11-23 13:39:47.087] ,67.1,10.5,50.9
[2022-11-23 13:39:48.094] ,67.1,10.5,50.9
[2022-11-23 13:39:49.098] ,67.1,10.5,50.9
[2022-11-23 13:39:50.106] ,67.2,10.5,50.9
[2022-11-23 13:39:51.109] ,67.2,10.5,50.9
[2022-11-23 13:39:52.117] ,67.6,10.5,50.9
[2022-11-23 13:39:53.120] ,67.6,10.5,50.9
[2022-11-23 13:39:54.127] ,67.4,10.5,50.9
[2022-11-23 13:39:55.127] ,67.4,10.5,50.9
[2022-11-23 13:39:56.139] ,67.2,10.5,50.9
[2022-11-23 13:39:57.138] ,67.2,10.5,50.9
[2022-11-23 13:39:58.145] ,67.1,10.4,50.72
[2022-11-23 13:39:59.149] ,67.1,10.4,50.72
[2022-11-23 13:40:00.158] ,67.5,10.5,50.9
[2022-11-23 13:40:01.160] ,67.5,10.5,50.9
[2022-11-23 13:40:02.168] ,67.7,10.5,50.9
[2022-11-23 13:40:03.171] ,67.7,10.5,50.9
[2022-11-23 13:40:04.179] ,67.8,10.5,50.9
[2022-11-23 13:40:05.178] ,67.8,10.5,50.9
[2022-11-23 13:40:06.189] ,67.9,10.4,50.72
[2022-11-23 13:40:07.189] ,67.9,10.4,50.72
[2022-11-23 13:40:08.197] ,68,10.4,50.72
[2022-11-23 13:40:09.200] ,68,10.4,50.72
[2022-11-23 13:40:10.208] ,68.2,10.5,50.9
[2022-11-23 13:40:11.211] ,68.2,10.5,50.9
[2022-11-23 13:40:12.220] ,68.3,10.4,50.72
[2022-11-23 13:40:13.222] ,68.3,10.4,50.72
[2022-11-23 13:40:14.230] ,68.3,10.4,50.72
[2022-11-23 13:40:15.229] ,68.3,10.4,50.72
[2022-11-23 13:40:16.241] ,68.4,10.4,50.72
[2022-11-23 13:40:17.240] ,68.4,10.4,50.72
[2022-11-23 13:40:18.248] ,68.6,10.4,50.72
[2022-11-23 13:40:19.251] ,68.6,10.4,50.72
[2022-11-23 13:40:20.259] ,68.7,10.4,50.72
[2022-11-23 13:40:21.262] ,68.7,10.4,50.72
[2022-11-23 13:40:22.270] ,69,10.4,50.72
[2022-11-23 13:40:23.273] ,69,10.4,50.72
[2022-11-23 13:40:24.281] ,68.7,10.4,50.72
[2022-11-23 13:40:25.280] ,68.7,10.4,50.72
[2022-11-23 13:40:26.292] ,68.2,10.4,50.72
[2022-11-23 13:40:27.290] ,68.2,10.4,50.72
[2022-11-23 13:40:28.299] ,67.8,10.4,50.72
[2022-11-23 13:40:29.302] ,67.8,10.4,50.72
[2022-11-23 13:40:30.309] ,67.6,10.4,50.72
[2022-11-23 13:40:31.313] ,67.6,10.4,50.72
[2022-11-23 13:40:32.321] ,67.8,10.4,50.72
[2022-11-23 13:40:33.323] ,67.8,10.4,50.72
[2022-11-23 13:40:34.331] ,68,10.4,50.72
[2022-11-23 13:40:35.331] ,68,10.4,50.72
[2022-11-23 13:40:36.338] ,68.2,10.4,50.72
[2022-11-23 13:40:37.342] ,68.2,10.4,50.72
[2022-11-23 13:40:38.349] ,68.1,10.4,50.72
[2022-11-23 13:40:39.354] ,68.1,10.4,50.72
[2022-11-23 13:40:40.361] ,67.9,10.4,50.72
[2022-11-23 13:40:41.363] ,67.9,10.4,50.72
[2022-11-23 13:40:42.372] ,67.8,10.4,50.72
[2022-11-23 13:40:43.374] ,67.8,10.4,50.72
[2022-11-23 13:40:44.383] ,68.2,10.4,50.72
[2022-11-23 13:40:45.382] ,68.2,10.4,50.72
[2022-11-23 13:40:46.389] ,68.2,10.4,50.72
[2022-11-23 13:40:47.393] ,68.2,10.4,50.72
[2022-11-23 13:40:48.400] ,68.3,10.4,50.72
[2022-11-23 13:40:49.403] ,68.3,10.4,50.72
[2022-11-23 13:40:50.412] ,68.4,10.5,50.9
[2022-11-23 13:40:51.415] ,68.4,10.5,50.9
[2022-11-23 13:40:52.422] ,68.6,10.5,50.9
[2022-11-23 13:40:53.426] ,68.6,10.5,50.9
[2022-11-23 13:40:54.433] ,68.4,10.5,50.9
[2022-11-23 13:40:55.433] ,68.4,10.5,50.9
[2022-11-23 13:40:56.445] ,68.5,10.5,50.9
[2022-11-23 13:40:57.443] ,68.5,10.5,50.9
[2022-11-23 13:40:58.451] ,68.5,10.5,50.9
[2022-11-23 13:40:59.455] ,68.5,10.5,50.9
[2022-11-23 13:41:00.462] ,68.5,10.5,50.9
[2022-11-23 13:41:01.466] ,68.5,10.5,50.9
[2022-11-23 13:41:02.474] ,68.5,10.5,50.9
[2022-11-23 13:41:03.477] ,68.5,10.5,50.9
[2022-11-23 13:41:04.485] ,68.4,10.5,50.9
[2022-11-23 13:41:05.484] ,68.4,10.5,50.9
[2022-11-23 13:41:06.499] ,68.2,10.5,50.9
[2022-11-23 13:41:07.495] ,68.2,10.5,50.9
[2022-11-23 13:41:08.502] ,68.1,10.5,50.9
[2022-11-23 13:41:09.506] ,68.1,10.5,50.9
[2022-11-23 13:41:10.513] ,68,10.5,50.9
[2022-11-23 13:41:11.523] ,68,10.5,50.9
[2022-11-23 13:41:12.524] ,68,10.5,50.9
[2022-11-23 13:41:13.528] ,68,10.5,50.9
[2022-11-23 13:41:14.535] ,68,10.5,50.9
[2022-11-23 13:41:15.534] ,68,10.5,50.9
[2022-11-23 13:41:16.547] ,68.3,10.5,50.9
[2022-11-23 13:41:17.546] ,68.3,10.5,50.9
[2022-11-23 13:41:18.554] ,68.4,10.5,50.9
[2022-11-23 13:41:19.556] ,68.4,10.5,50.9
[2022-11-23 13:41:20.564] ,68.4,10.5,50.9
[2022-11-23 13:41:21.567] ,68.4,10.5,50.9
[2022-11-23 13:41:22.575] ,68.4,10.5,50.9
[2022-11-23 13:41:23.578] ,68.4,10.5,50.9
[2022-11-23 13:41:24.586] ,68.3,10.5,50.9
[2022-11-23 13:41:25.586] ,68.3,10.5,50.9
[2022-11-23 13:41:26.598] ,68.4,10.5,50.9
[2022-11-23 13:41:27.597] ,68.4,10.5,50.9
[2022-11-23 13:41:28.604] ,68.7,10.6,51.08
[2022-11-23 13:41:29.607] ,68.7,10.6,51.08
[2022-11-23 13:41:30.615] ,68.8,10.6,51.08
[2022-11-23 13:41:31.618] ,68.8,10.6,51.08
[2022-11-23 13:41:32.626] ,68.9,10.6,51.08
[2022-11-23 13:41:33.630] ,68.9,10.6,51.08
[2022-11-23 13:41:34.637] ,68.7,10.6,51.08
[2022-11-23 13:41:35.641] ,68.7,10.6,51.08
[2022-11-23 13:41:36.649] ,68.4,10.6,51.08
[2022-11-23 13:41:37.647] ,68.4,10.6,51.08
[2022-11-23 13:41:38.659] ,68.3,10.6,51.08
[2022-11-23 13:41:39.659] ,68.3,10.6,51.08
[2022-11-23 13:41:40.666] ,68.4,10.6,51.08
[2022-11-23 13:41:41.670] ,68.4,10.6,51.08
[2022-11-23 13:41:42.677] ,68.5,10.6,51.08
[2022-11-23 13:41:43.680] ,68.5,10.6,51.08
[2022-11-23 13:41:44.688] ,68.4,10.6,51.08
[2022-11-23 13:41:45.692] ,68.4,10.6,51.08
[2022-11-23 13:41:46.700] ,68.1,10.6,51.08
[2022-11-23 13:41:47.699] ,68.1,10.6,51.08
[2022-11-23 13:41:48.710] ,67.8,10.6,51.08
[2022-11-23 13:41:49.710] ,67.8,10.6,51.08
[2022-11-23 13:41:50.717] ,67.7,10.6,51.08
[2022-11-23 13:41:51.720] ,67.7,10.6,51.08
[2022-11-23 13:41:52.728] ,68,10.6,51.08
[2022-11-23 13:41:53.731] ,68,10.6,51.08
[2022-11-23 13:41:54.739] ,68,10.6,51.08
[2022-11-23 13:41:55.742] ,68,10.6,51.08
[2022-11-23 13:41:56.750] ,67.9,10.6,51.08
[2022-11-23 13:41:57.750] ,67.9,10.6,51.08
[2022-11-23 13:41:58.761] ,67.6,10.6,51.08
[2022-11-23 13:41:59.760] ,67.6,10.6,51.08
[2022-11-23 13:42:00.768] ,67.3,10.6,51.08
[2022-11-23 13:42:01.771] ,67.3,10.6,51.08
[2022-11-23 13:42:02.779] ,67.2,10.6,51.08
[2022-11-23 13:42:03.782] ,67.2,10.6,51.08
[2022-11-23 13:42:04.789] ,67.3,10.6,51.08
[2022-11-23 13:42:05.795] ,67.3,10.6,51.08
[2022-11-23 13:42:06.802] ,67.1,10.6,51.08
[2022-11-23 13:42:07.801] ,67.1,10.6,51.08
[2022-11-23 13:42:08.811] ,66.8,10.6,51.08
[2022-11-23 13:42:09.811] ,66.8,10.6,51.08
[2022-11-23 13:42:10.819] ,66.7,10.6,51.08
[2022-11-23 13:42:11.822] ,66.7,10.6,51.08
[2022-11-23 13:42:12.830] ,66.7,10.6,51.08
[2022-11-23 13:42:13.834] ,66.7,10.6,51.08
[2022-11-23 13:42:14.841] ,66.6,10.6,51.08
[2022-11-23 13:42:15.845] ,66.6,10.6,51.08
[2022-11-23 13:42:16.851] ,66.4,10.6,51.08
[2022-11-23 13:42:17.851] ,66.4,10.6,51.08
[2022-11-23 13:42:18.863] ,66.4,10.6,51.08
[2022-11-23 13:42:19.863] ,66.4,10.6,51.08
[2022-11-23 13:42:20.870] ,66.3,10.6,51.08
[2022-11-23 13:42:21.874] ,66.3,10.6,51.08
[2022-11-23 13:42:22.881] ,66.2,10.6,51.08
[2022-11-23 13:42:23.884] ,66.2,10.6,51.08
[2022-11-23 13:42:24.892] ,66.3,10.6,51.08
[2022-11-23 13:42:25.897] ,66.3,10.6,51.08
[2022-11-23 13:42:26.902] ,66.3,10.6,51.08
[2022-11-23 13:42:27.902] ,66.3,10.6,51.08
[2022-11-23 13:42:28.909] ,66.4,10.6,51.08
[2022-11-23 13:42:29.914] ,66.4,10.6,51.08
[2022-11-23 13:42:30.920] ,66.5,10.6,51.08
[2022-11-23 13:42:31.924] ,66.5,10.6,51.08
[2022-11-23 13:42:32.933] ,66.5,10.6,51.08
[2022-11-23 13:42:33.935] ,66.5,10.6,51.08
[2022-11-23 13:42:34.943] ,66.7,10.6,51.08
[2022-11-23 13:42:35.946] ,66.7,10.6,51.08
[2022-11-23 13:42:36.953] ,66.7,10.6,51.08
[2022-11-23 13:42:37.953] ,66.7,10.6,51.08
[2022-11-23 13:42:38.965] ,66.9,10.6,51.08
[2022-11-23 13:42:39.964] ,66.9,10.6,51.08
[2022-11-23 13:42:40.972] ,67.1,10.6,51.08
[2022-11-23 13:42:41.975] ,67.1,10.6,51.08
[2022-11-23 13:42:42.983] ,66.9,10.6,51.08
[2022-11-23 13:42:43.986] ,66.9,10.6,51.08
[2022-11-23 13:42:44.994] ,66.7,10.6,51.08
[2022-11-23 13:42:45.997] ,66.7,10.6,51.08
[2022-11-23 13:42:47.005] ,66.5,10.6,51.08
[2022-11-23 13:42:48.004] ,66.5,10.6,51.08
[2022-11-23 13:42:49.016] ,66.5,10.6,51.08
[2022-11-23 13:42:50.015] ,66.5,10.6,51.08
[2022-11-23 13:42:51.023] ,66.4,10.6,51.08
[2022-11-23 13:42:52.026] ,66.4,10.6,51.08
[2022-11-23 13:42:53.033] ,66.5,10.6,51.08
[2022-11-23 13:42:54.037] ,66.5,10.6,51.08
[2022-11-23 13:42:55.045] ,66.8,10.7,51.26
[2022-11-23 13:42:56.048] ,66.8,10.7,51.26
[2022-11-23 13:42:57.057] ,67.2,10.7,51.26
[2022-11-23 13:42:58.056] ,67.2,10.7,51.26
[2022-11-23 13:42:59.067] ,67.6,10.7,51.26
[2022-11-23 13:43:00.067] ,67.6,10.7,51.26
[2022-11-23 13:43:01.074] ,67.9,10.7,51.26
[2022-11-23 13:43:02.078] ,67.9,10.7,51.26
[2022-11-23 13:43:03.085] ,68.1,10.7,51.26
[2022-11-23 13:43:04.088] ,68.1,10.7,51.26
[2022-11-23 13:43:05.095] ,68,10.6,51.08
[2022-11-23 13:43:06.099] ,68,10.6,51.08
[2022-11-23 13:43:07.106] ,68,10.6,51.08
[2022-11-23 13:43:08.106] ,68,10.6,51.08
[2022-11-23 13:43:09.118] ,68.2,10.6,51.08
[2022-11-23 13:43:10.117] ,68.2,10.6,51.08
[2022-11-23 13:43:11.124] ,68.1,10.6,51.08
[2022-11-23 13:43:12.128] ,68.1,10.6,51.08
[2022-11-23 13:43:13.136] ,67.9,10.6,51.08
[2022-11-23 13:43:14.139] ,67.9,10.6,51.08
[2022-11-23 13:43:15.147] ,67.9,10.6,51.08
[2022-11-23 13:43:16.150] ,67.9,10.6,51.08
[2022-11-23 13:43:17.159] ,68.3,10.6,51.08
[2022-11-23 13:43:18.157] ,68.3,10.6,51.08
[2022-11-23 13:43:19.169] ,68.5,10.6,51.08
[2022-11-23 13:43:20.168] ,68.5,10.6,51.08
[2022-11-23 13:43:21.175] ,68.1,10.6,51.08
[2022-11-23 13:43:22.179] ,68.1,10.6,51.08
[2022-11-23 13:43:23.187] ,68.1,10.6,51.08
[2022-11-23 13:43:24.190] ,68.1,10.6,51.08
[2022-11-23 13:43:25.197] ,68.4,10.6,51.08
[2022-11-23 13:43:26.201] ,68.4,10.6,51.08
[2022-11-23 13:43:27.208] ,68.7,10.6,51.08
[2022-11-23 13:43:28.213] ,68.7,10.6,51.08
[2022-11-23 13:43:29.220] ,68.5,10.5,50.9
[2022-11-23 13:43:30.219] ,68.5,10.5,50.9
[2022-11-23 13:43:31.226] ,68.4,10.6,51.08
[2022-11-23 13:43:32.231] ,68.4,10.6,51.08
[2022-11-23 13:43:33.238] ,68.5,10.5,50.9
[2022-11-23 13:43:34.241] ,68.5,10.5,50.9
[2022-11-23 13:43:35.249] ,68.4,10.5,50.9
[2022-11-23 13:43:36.252] ,68.4,10.5,50.9
[2022-11-23 13:43:37.260] ,68.3,10.5,50.9
[2022-11-23 13:43:38.263] ,68.3,10.5,50.9
[2022-11-23 13:43:39.270] ,67.9,10.5,50.9
[2022-11-23 13:43:40.270] ,67.9,10.5,50.9
[2022-11-23 13:43:41.279] ,67.7,10.5,50.9
[2022-11-23 13:43:42.281] ,67.7,10.5,50.9
[2022-11-23 13:43:43.289] ,67.8,10.5,50.9
[2022-11-23 13:43:44.292] ,67.8,10.5,50.9
[2022-11-23 13:43:45.299] ,67.9,10.5,50.9
[2022-11-23 13:43:46.303] ,67.9,10.5,50.9
[2022-11-23 13:43:47.311] ,68.2,10.5,50.9
[2022-11-23 13:43:48.314] ,68.2,10.5,50.9
[2022-11-23 13:43:49.322] ,68.2,10.5,50.9
[2022-11-23 13:43:50.321] ,68.2,10.5,50.9
[2022-11-23 13:43:51.333] ,68.1,10.5,50.9
[2022-11-23 13:43:52.333] ,68.1,10.5,50.9
[2022-11-23 13:43:53.340] ,68.1,10.5,50.9
[2022-11-23 13:43:54.344] ,68.1,10.5,50.9
[2022-11-23 13:43:55.352] ,68.2,10.5,50.9
[2022-11-23 13:43:56.354] ,68.2,10.5,50.9
[2022-11-23 13:43:57.361] ,68.5,10.5,50.9
[2022-11-23 13:43:58.366] ,68.5,10.5,50.9
[2022-11-23 13:43:59.373] ,68,10.5,50.9
[2022-11-24 09:00:00.169] ,55.5,12.5,54.5
[2022-11-24 09:00:01.175] ,55.6,12.4,54.32
[2022-11-24 09:00:02.173] ,55.6,12.4,54.32
[2022-11-24 09:00:03.187] ,55.8,12.3,54.14
[2022-11-24 09:00:04.188] ,55.8,12.3,54.14
[2022-11-24 09:00:05.198] ,56,12.2,53.96
[2022-11-24 09:00:06.200] ,56,12.2,53.96
[2022-11-24 09:00:07.208] ,56.2,12.2,53.96
[2022-11-24 09:00:08.213] ,56.2,12.2,53.96
[2022-11-24 09:00:09.220] ,56.5,12.1,53.78
[2022-11-24 09:00:10.224] ,56.5,12.1,53.78
[2022-11-24 09:00:11.225] ,56.6,12,53.6
[2022-11-24 09:00:12.224] ,56.6,12,53.6
[2022-11-24 09:00:13.241] ,56.9,11.9,53.42
[2022-11-24 09:00:14.241] ,56.9,11.9,53.42
[2022-11-24 09:00:15.244] ,57.2,11.7,53.06
[2022-11-24 09:00:16.252] ,57.2,11.7,53.06
[2022-11-24 09:00:17.256] ,57.5,11.7,53.06
[2022-11-24 09:00:18.264] ,57.5,11.7,53.06
[2022-11-24 09:00:19.269] ,57.7,11.6,52.88
[2022-11-24 09:00:20.268] ,57.7,11.6,52.88
[2022-11-24 09:00:21.282] ,57.9,11.5,52.7
[2022-11-24 09:00:22.285] ,57.9,11.5,52.7
[2022-11-24 09:00:23.293] ,58,11.5,52.7
[2022-11-24 09:00:24.292] ,58,11.5,52.7
[2022-11-24 09:00:25.304] ,58.1,11.4,52.52
[2022-11-24 09:00:26.296] ,58.1,11.4,52.52
[2022-11-24 09:00:27.311] ,58.3,11.4,52.52
[2022-11-24 09:00:28.314] ,58.3,11.4,52.52
[2022-11-24 09:00:29.321] ,58.6,11.3,52.34
[2022-11-24 09:00:30.325] ,58.6,11.3,52.34
[2022-11-24 09:00:31.333] ,58.9,11.3,52.34
[2022-11-24 09:00:32.336] ,58.9,11.3,52.34
[2022-11-24 09:00:33.343] ,59,11.2,52.16
[2022-11-24 09:00:34.341] ,59,11.2,52.16
[2022-11-24 09:00:35.355] ,59.2,11.1,51.98
[2022-11-24 09:00:36.354] ,59.2,11.1,51.98
[2022-11-24 09:00:37.366] ,59.4,11.1,51.98
[2022-11-24 09:00:38.364] ,59.4,11.1,51.98
[2022-11-24 09:00:39.370] ,59.7,11,51.8
[2022-11-24 09:00:40.376] ,59.7,11,51.8
[2022-11-24 09:00:41.384] ,59.9,10.9,51.62
[2022-11-24 09:00:42.385] ,59.9,10.9,51.62
[2022-11-24 09:00:43.390] ,60.2,10.8,51.44
[2022-11-24 09:00:44.398] ,60.2,10.8,51.44
[2022-11-24 09:00:45.406] ,60.4,10.7,51.26
[2022-11-24 09:00:46.403] ,60.4,10.7,51.26
[2022-11-24 09:00:47.414] ,60.6,10.7,51.26
[2022-11-24 09:00:48.416] ,60.6,10.7,51.26
[2022-11-24 09:00:49.427] ,60.9,10.6,51.08
[2022-11-24 09:00:50.426] ,60.9,10.6,51.08
[2022-11-24 09:00:51.437] ,61.2,10.5,50.9
[2022-11-24 09:00:52.438] ,61.2,10.5,50.9
[2022-11-24 09:00:53.446] ,61.4,10.5,50.9
[2022-11-24 09:00:54.449] ,61.4,10.5,50.9
[2022-11-24 09:00:55.458] ,61.6,10.4,50.72
[2022-11-24 09:00:56.455] ,61.6,10.4,50.72
[2022-11-24 09:00:57.468] ,61.7,10.3,50.54
[2022-11-24 09:00:58.471] ,61.7,10.3,50.54
[2022-11-24 09:00:59.477] ,61.9,10.3,50.54
[2022-11-24 09:01:00.478] ,61.9,10.3,50.54
[2022-11-24 09:01:01.490] ,62.1,10.2,50.36
[2022-11-24 09:01:02.484] ,62.1,10.2,50.36
[2022-11-24 09:01:03.498] ,62.3,10.2,50.36
[2022-11-24 09:01:04.498] ,62.3,10.2,50.36
[2022-11-24 09:01:05.506] ,62.5,10.1,50.18
[2022-11-24 09:01:06.511] ,62.5,10.1,50.18
[2022-11-24 09:01:07.515] ,62.7,10.1,50.18
[2022-11-24 09:01:08.521] ,62.7,10.1,50.18
[2022-11-24 09:01:09.527] ,62.9,10,50
[2022-11-24 09:01:10.534] ,62.9,10,50
[2022-11-24 09:01:11.541] ,63.1,9.9,49.82
[2022-11-24 09:01:12.543] ,63.1,9.9,49.82
[2022-11-24 09:01:13.548] ,63.3,9.8,49.64
[2022-11-24 09:01:14.552] ,63.3,9.8,49.64
[2022-11-24 09:01:15.561] ,63.6,9.7,49.46
[2022-11-24 09:01:16.558] ,63.6,9.7,49.46
[2022-11-24 09:01:17.570] ,63.8,9.7,49.46
[2022-11-24 09:01:18.570] ,63.8,9.7,49.46
[2022-11-24 09:01:19.579] ,64.1,9.6,49.28
[2022-11-24 09:01:20.584] ,64.1,9.6,49.28
[2022-11-24 09:01:21.590] ,64.3,9.5,49.1
[2022-11-24 09:01:22.595] ,64.3,9.5,49.1
[2022-11-24 09:01:23.600] ,64.6,9.5,49.1
[2022-11-24 09:01:24.603] ,64.6,9.5,49.1
[2022-11-24 09:01:25.614] ,64.8,9.4,48.92
[2022-11-24 09:01:26.613] ,64.8,9.4,48.92
[2022-11-24 09:01:27.617] ,64.9,9.4,48.92
[2022-11-24 09:01:28.624] ,64.9,9.4,48.92
[2022-11-24 09:01:29.627] ,65.1,9.4,48.92
[2022-11-24 09:01:30.636] ,65.1,9.4,48.92
[2022-11-24 09:01:31.643] ,65.3,9.3,48.74
[2022-11-24 09:01:32.647] ,65.3,9.3,48.74
[2022-11-24 09:01:33.653] ,65.5,9.2,48.56
[2022-11-24 09:01:34.657] ,65.5,9.2,48.56
[2022-11-24 09:01:35.666] ,65.7,9.2,48.56
[2022-11-24 09:01:36.664] ,65.7,9.2,48.56
[2022-11-24 09:01:37.676] ,65.9,9.2,48.56
[2022-11-24 09:01:38.675] ,65.9,9.2,48.56
[2022-11-24 09:01:39.684] ,66.1,9.1,48.38
[2022-11-24 09:01:40.686] ,66.1,9.1,48.38
[2022-11-24 09:01:41.694] ,66.4,9,48.2
[2022-11-24 09:01:42.698] ,66.4,9,48.2
[2022-11-24 09:01:43.699] ,66.6,9,48.2
[2022-11-24 09:01:44.706] ,66.6,9,48.2
[2022-11-24 09:01:45.716] ,66.8,9,48.2
[2022-11-24 09:01:46.719] ,66.8,9,48.2
[2022-11-24 09:01:47.727] ,67,8.9,48.02
[2022-11-24 09:01:48.726] ,67,8.9,48.02
[2022-11-24 09:01:49.733] ,67.1,8.9,48.02
[2022-11-24 09:01:50.734] ,67.1,8.9,48.02
[2022-11-24 09:01:51.749] ,67.3,8.8,47.84
[2022-11-24 09:01:52.743] ,67.3,8.8,47.84
[2022-11-24 09:01:53.756] ,67.5,8.8,47.84
[2022-11-24 09:01:54.756] ,67.5,8.8,47.84
[2022-11-24 09:01:55.768] ,67.7,8.7,47.66
[2022-11-24 09:01:56.770] ,67.7,8.7,47.66
[2022-11-24 09:01:57.772] ,67.8,8.6,47.48
[2022-11-24 09:01:58.780] ,67.8,8.6,47.48
[2022-11-24 09:01:59.789] ,68,8.6,47.48
[2022-11-24 09:02:00.787] ,68,8.6,47.48
[2022-11-24 09:02:01.796] ,68.2,8.6,47.48
[2022-11-24 09:02:02.799] ,68.2,8.6,47.48
